sales_key,order_id,order_date_key,ship_date_key,customer_key,product_key,geography_key,ship_mode_key,sales,quantity,discount,profit
13406,TU-2012-4280,20120807,20120812,1098,2358,1913,2,196.056,6,0.6,-264.744
13407,MO-2014-3370,20140423,20140425,84,368,708,2,161.91,1,0.0,25.89
13408,MX-2014-159667,20141125,20141130,195,2420,820,4,203.952,4,0.4,20.352
13409,MX-2014-166254,20140828,20140901,624,1727,492,4,260.76,1,0.0,104.3
13410,ID-2014-13940,20141007,20141012,243,3387,87,2,402.246,3,0.1,8.856
13411,ID-2013-72362,20130604,20130609,67,5177,1170,4,271.731,2,0.47,-61.569
13412,MX-2014-120810,20141127,20141129,413,3322,355,2,250.95708,3,0.002,39.69708
13413,ES-2014-3096832,20140704,20140709,735,5178,944,4,208.728,4,0.4,-62.712
13414,IN-2011-34478,20110808,20110808,361,4862,572,1,150.48,3,0.0,51.12
13415,MO-2014-8700,20140510,20140513,1307,3150,82,3,84.75,1,0.0,25.41
13416,SF-2014-4900,20140508,20140515,1360,5179,2800,4,214.8,4,0.0,0.0
13417,TU-2012-950,20120728,20120728,1154,5180,495,1,96.12,6,0.6,-132.3
13418,ES-2014-2603261,20140807,20140812,238,5181,1059,4,179.76,8,0.0,0.0
13419,IT-2012-2308326,20120928,20120928,289,2236,2761,1,1136.331,7,0.15,-53.529
13420,ID-2013-28605,20130425,20130430,159,3144,252,2,362.46,7,0.0,36.12
13421,ES-2012-2938951,20120503,20120505,188,5182,2801,2,351.84,8,0.5,-49.44
13422,IN-2012-34310,20120828,20120901,121,2626,2802,4,991.92,8,0.0,456.24
13423,ZI-2012-4330,20120604,20120607,1315,5183,2491,2,154.44,4,0.7,-257.4
13424,MX-2014-166681,20140923,20140927,956,3944,914,4,234.92,7,0.0,32.76
13425,MX-2014-146444,20140303,20140307,879,1240,225,4,388.608,2,0.2,29.128
13426,ES-2011-4342226,20110209,20110209,483,5184,632,1,80.22,7,0.0,20.79
13427,ES-2011-3136087,20111215,20111220,484,2170,1380,4,736.452,6,0.1,89.892
13428,MX-2014-110345,20140904,20140906,384,1033,723,2,201.08,2,0.0,36.16
13429,ES-2014-1734818,20141217,20141223,1091,4267,926,4,220.44,2,0.0,39.66
13430,IT-2014-5637241,20141124,20141129,330,3360,103,4,275.616,2,0.1,-21.444
13431,IN-2013-62093,20130406,20130410,299,4541,6,2,158.22,4,0.1,26.34
13432,IN-2011-74616,20110524,20110526,1004,5185,57,2,81.9,6,0.0,27.0
13433,IN-2014-57683,20140911,20140915,396,5186,443,4,249.75,9,0.0,114.75
13434,IN-2012-85627,20120618,20120624,850,5187,888,4,444.312,6,0.4,-89.028
13435,MX-2013-157672,20131211,20131214,225,5188,717,2,138.08,4,0.0,45.52
13436,ES-2012-4718408,20120803,20120807,859,2407,988,4,321.0,5,0.5,-141.3
13437,CA-2011-165309,20111111,20111115,141,5189,425,4,241.176,3,0.2,15.0735
13438,PL-2013-9400,20130321,20130327,1395,454,1960,4,148.17,1,0.0,53.34
13439,US-2012-159086,20120515,20120519,665,3475,639,4,145.836,3,0.4,-24.324
13440,ES-2012-2084881,20120327,20120329,71,5190,192,2,134.4,5,0.0,30.9
13441,ES-2013-1812049,20130303,20130307,670,903,213,2,130.32,3,0.0,12.96
13442,IR-2012-4630,20120110,20120114,1275,5191,1867,4,196.2,1,0.0,58.86
13443,AG-2012-4630,20120528,20120530,873,5192,1157,2,321.84,4,0.0,41.76
13444,MX-2011-154998,20110909,20110913,925,1883,773,4,296.34,3,0.0,41.46
13445,MX-2013-166611,20131015,20131020,551,5193,1557,4,287.94,3,0.0,46.02
13446,MX-2014-143728,20141118,20141122,97,476,529,4,307.62,3,0.4,40.98
13447,ES-2012-4400520,20120831,20120905,968,3499,514,4,333.27,7,0.0,63.21
13448,IN-2014-54421,20140213,20140215,338,5194,2605,3,153.9,5,0.0,12.3
13449,SF-2012-6660,20120229,20120304,1406,2921,504,4,286.44,2,0.0,14.28
13450,US-2011-126116,20111205,20111210,60,3178,639,4,157.824,6,0.2,-25.656
13451,MX-2012-150560,20120921,20120926,109,1958,99,4,477.12384,3,0.002,147.24384
13452,CA-2011-103058,20110723,20110724,760,3326,407,3,99.98,2,0.0,7.9984
13453,US-2013-147753,20131024,20131029,367,1007,529,4,199.056,2,0.4,-3.344
13454,US-2013-165351,20130910,20130913,546,5106,529,3,156.672,4,0.4,-36.608
13455,CA-2014-164707,20140219,20140222,644,5195,105,2,167.976,3,0.2,10.4985
13456,CA-2011-141726,20110720,20110722,440,1857,756,3,104.85,1,0.0,50.328
13457,ES-2014-3977451,20141208,20141209,182,3333,16,3,81.99,3,0.0,3.24
13458,ES-2013-5364560,20130923,20130927,381,1528,16,4,284.4,5,0.0,2.7
13459,ES-2014-1150703,20140306,20140306,105,4482,632,1,110.25,5,0.0,19.8
13460,CA-2012-154620,20121212,20121216,824,470,2803,4,348.928,2,0.2,34.8928
13461,US-2014-111024,20140704,20140707,77,3183,146,2,215.148,2,0.4,-103.9882
13462,AO-2011-7110,20110621,20110625,996,1999,2804,4,254.94,2,0.0,2.52
13463,IR-2013-2040,20130710,20130714,689,1161,326,4,490.26,2,0.0,88.2
13464,MX-2011-155257,20110713,20110715,216,5196,1239,3,235.48,7,0.0,103.6
13465,ES-2011-2258386,20111110,20111113,285,3331,134,2,199.08,4,0.0,55.68
13466,CA-2011-157546,20110720,20110722,863,5197,174,3,89.712,6,0.2,30.2778
13467,SG-2013-8590,20130509,20130514,1475,5198,5,2,195.66,6,0.0,50.76
13468,MX-2013-166926,20130104,20130108,468,1118,1035,4,323.79112,2,0.002,5.83112
13469,IT-2013-4864710,20130920,20130924,740,2939,784,2,252.0,4,0.5,-35.28
13470,IN-2014-23432,20140606,20140610,490,2078,891,4,752.9193,7,0.37,-131.6007
13471,CA-2012-156482,20120206,20120213,871,5199,896,4,283.92,4,0.0,82.3368
13472,CA-2014-155621,20141109,20141114,513,5200,877,4,274.2,10,0.0,112.422
13473,IT-2011-3760449,20110803,20110805,396,2553,4,2,195.408,3,0.2,65.898
13474,IN-2012-26652,20120825,20120827,220,1584,1630,3,176.148,4,0.1,66.468
13475,ES-2014-4107155,20141229,20141231,209,2584,319,2,169.344,4,0.1,54.504
13476,ES-2014-5297510,20141114,20141120,330,2866,449,4,668.22,7,0.0,106.89
13477,IN-2011-12526,20110622,20110627,497,4937,34,4,132.111,3,0.1,58.671
13478,ES-2011-5039850,20110613,20110616,425,5201,589,3,200.88,12,0.0,25.92
13479,IN-2011-72614,20110620,20110622,18,5202,1862,2,161.91,3,0.0,43.65
13480,IN-2012-50207,20120803,20120808,403,5203,379,4,177.849,7,0.1,74.949
13481,IN-2014-71956,20141006,20141012,469,927,123,4,252.045,3,0.5,-191.565
13482,IN-2014-34163,20141126,20141203,87,3752,1512,4,511.65,9,0.0,51.03
13483,IN-2013-38671,20130625,20130626,438,5204,130,3,138.6,7,0.0,59.43
13484,BO-2014-620,20140110,20140115,1029,1948,2805,4,256.74,2,0.0,110.34
13485,MX-2011-134873,20110915,20110917,449,5205,225,2,282.24,6,0.2,70.56
13486,ES-2014-4303897,20140507,20140507,41,5206,442,1,187.68,4,0.0,41.28
13487,ID-2011-39721,20110512,20110517,27,1222,144,4,609.4026,6,0.17,65.9826
13488,MX-2014-113131,20141223,20141223,44,1246,857,1,83.7322,1,0.002,10.7322
13489,ES-2012-2650623,20120522,20120524,61,3967,1097,2,359.7795,3,0.15,29.5695
13490,IN-2012-40596,20120114,20120118,78,5207,41,4,271.44,8,0.0,62.4
13491,ES-2014-5831908,20141112,20141114,150,2987,459,3,87.96,2,0.0,19.32
13492,ES-2013-4405513,20130301,20130307,252,911,2806,4,135.558,2,0.15,28.698
13493,IN-2011-36179,20110923,20110928,760,3028,23,2,190.2,4,0.0,34.2
13494,IN-2011-30894,20110831,20110903,83,5208,119,2,60.6315,5,0.17,4.3815
13495,ES-2014-3078855,20140626,20140628,729,2092,1466,2,377.79,7,0.0,128.31
13496,EG-2012-520,20120803,20120807,524,5209,500,4,408.24,14,0.0,118.02
13497,IN-2012-10720,20121231,20130104,426,2182,1935,2,241.32,2,0.0,82.02
13498,IN-2013-53882,20130919,20130921,49,5210,2342,3,118.272,7,0.45,-43.008
13499,IN-2012-49731,20120321,20120327,514,1698,71,4,342.495,5,0.1,79.845
13500,IN-2013-79530,20130520,20130524,788,3137,290,4,289.35,5,0.0,54.9
13501,ES-2014-3860822,20141127,20141129,302,5161,280,3,58.98,2,0.0,12.36
13502,IN-2014-25147,20141020,20141024,198,5211,87,2,137.538,9,0.1,16.578
13503,IN-2014-18784,20140531,20140605,166,1457,2,4,339.12,4,0.1,135.6
13504,IN-2011-31020,20110624,20110629,512,4331,446,2,166.32,4,0.1,-7.44
13505,IV-2013-9990,20131227,20140101,1057,4453,1442,4,137.31,1,0.0,54.9
13506,IZ-2013-9470,20130412,20130412,1245,5212,569,1,170.7,1,0.0,58.02
13507,ES-2014-2573330,20141103,20141108,825,5178,2453,4,347.88,4,0.0,76.44
13508,ES-2014-3346135,20141003,20141008,900,4142,924,4,440.64,8,0.1,102.72
13509,IN-2014-55912,20140809,20140813,497,2391,1568,4,539.04,1,0.0,183.27
13510,IN-2012-28486,20120530,20120605,257,1109,501,4,809.109,7,0.1,287.679
13511,MX-2011-125815,20111121,20111125,451,3879,754,4,229.3,5,0.0,45.8
13512,CA-2011-152443,20110521,20110526,391,1133,923,4,245.88,6,0.0,68.8464
13513,MX-2013-139948,20130315,20130319,653,4677,2807,4,172.62,3,0.0,0.0
13514,MX-2012-147613,20121005,20121011,186,5213,2156,4,311.6,10,0.0,102.8
13515,US-2012-113264,20121029,20121101,708,2392,1125,2,92.952,3,0.4,-1.608
13516,CA-2012-117415,20121227,20121231,602,1714,770,4,212.058,3,0.3,-15.147
13517,IR-2014-6800,20140708,20140710,1461,1180,2417,2,298.14,1,0.0,14.88
13518,MX-2014-167493,20141113,20141117,222,1806,701,4,467.04,7,0.2,70.0
13519,IT-2012-2052939,20121103,20121108,296,235,2808,4,612.357,2,0.15,-64.863
13520,IN-2014-36186,20140911,20140911,160,4068,1367,1,219.75,5,0.0,35.1
13521,CA-2014-120404,20141121,20141125,130,22,131,2,569.99,1,0.0,170.997
13522,MX-2013-129574,20130911,20130916,34,5214,1068,4,250.74,7,0.0,27.58
13523,IT-2011-4599620,20110511,20110515,589,2459,2434,2,212.4,3,0.5,-140.22
13524,ES-2012-2217716,20121024,20121026,23,4896,2809,2,255.45,5,0.0,73.95
13525,ID-2011-30922,20111128,20111203,172,1421,1971,4,454.08,4,0.45,-107.4
13526,CA-2014-144491,20140328,20140402,362,2712,726,4,211.246,2,0.3,-66.3916
13527,IN-2011-69443,20110908,20110912,162,2722,421,4,649.593,7,0.37,-10.437
13528,IN-2013-50130,20130807,20130811,499,5215,1210,4,106.8,4,0.0,23.4
13529,RO-2012-5750,20121113,20121117,783,4000,882,4,190.62,2,0.0,66.66
13530,MX-2011-106390,20111028,20111101,39,2217,25,4,195.44,4,0.0,68.4
13531,IN-2014-68190,20140517,20140519,32,5216,3,2,109.08,8,0.1,25.32
13532,EG-2011-8320,20110801,20110804,978,3854,191,3,99.48,2,0.0,23.82
13533,MO-2014-2350,20140513,20140519,977,358,2810,4,528.9,1,0.0,79.32
13534,MX-2012-153500,20121025,20121031,705,3494,207,4,221.4,6,0.0,92.88
13535,ES-2012-3239309,20120327,20120401,287,4265,390,2,340.65,5,0.0,170.25
13536,ID-2014-42654,20141014,20141015,315,2683,1603,3,152.1,4,0.5,-36.54
13537,CA-2014-112844,20141114,20141117,849,3055,1073,2,154.95,3,0.0,30.99
13538,CG-2013-2940,20131226,20131229,949,5217,92,2,217.32,2,0.0,4.32
13539,IN-2012-59874,20120611,20120615,352,2786,655,2,213.12,4,0.0,95.88
13540,IN-2011-74945,20110322,20110328,900,4656,891,4,394.065,5,0.37,75.015
13541,US-2011-112914,20110925,20110930,533,1425,770,4,300.5328,2,0.32,-97.2312
13542,BU-2012-4360,20121120,20121121,1431,1025,2021,3,62.16,1,0.0,24.84
13543,MX-2013-141901,20131118,20131124,300,4752,2469,4,225.12,8,0.0,40.48
13544,IT-2012-1609351,20120917,20120917,368,3561,1345,1,224.85,5,0.0,67.35
13545,ID-2013-78795,20130722,20130729,361,1076,87,4,270.594,2,0.1,-0.006
13546,IN-2012-22914,20120611,20120617,1124,2103,109,4,335.61,11,0.1,59.4
13547,ES-2013-5699059,20130816,20130820,327,1384,231,4,233.352,3,0.3,-33.408
13548,ES-2013-4662682,20130602,20130605,653,1635,4,2,76.8,2,0.2,12.48
13549,IN-2013-82617,20131220,20131222,75,5218,696,3,69.3,2,0.0,16.62
13550,CA-2014-102834,20140310,20140314,88,669,226,4,199.98,2,0.0,69.993
13551,MX-2014-144953,20140115,20140120,119,3779,214,4,226.12,2,0.0,97.2
13552,ES-2013-3851418,20130914,20130918,304,453,1695,4,336.06,2,0.0,77.28
13553,IN-2012-70157,20120609,20120613,780,2871,516,4,216.3,2,0.0,45.42
13554,IN-2013-64956,20130723,20130729,700,3713,338,4,314.16,7,0.0,94.08
13555,CA-2013-111493,20131022,20131023,321,5219,877,3,98.16,6,0.0,9.816
13556,MX-2012-106446,20121008,20121010,261,5220,323,2,95.94,3,0.0,34.5
13557,ES-2013-5144015,20131119,20131126,108,3756,32,4,197.82,7,0.0,41.37
13558,IN-2013-59958,20130316,20130322,40,2285,74,4,202.2,4,0.0,70.68
13559,IN-2014-66349,20140221,20140227,683,3623,685,4,384.48,12,0.25,-123.12
13560,IN-2013-38902,20130910,20130915,100,1078,966,4,146.4,2,0.0,10.2
13561,CA-2013-126004,20131205,20131206,285,2536,1,3,78.15,1,0.0,34.386
13562,US-2013-160864,20131009,20131012,909,895,1721,2,207.648,2,0.7,-152.312
13563,ES-2011-1770042,20110915,20110919,846,1844,1929,4,251.7,5,0.0,15.0
13564,MX-2012-146591,20121225,20121230,628,1694,1681,2,164.46,3,0.0,0.0
13565,ES-2011-4077297,20110608,20110613,625,5221,2020,4,336.48,2,0.0,114.36
13566,IN-2013-51712,20131003,20131007,291,5222,6,4,157.95,9,0.1,15.66
13567,CA-2014-137596,20140903,20140908,142,1061,78,4,352.38,2,0.0,81.0474
13568,MO-2013-6290,20130803,20130805,834,5223,616,3,101.58,2,0.0,13.2
13569,PL-2013-9290,20130803,20130809,1111,4760,2532,4,486.12,4,0.0,228.36
13570,IN-2012-51614,20120616,20120621,191,1536,86,4,259.47,2,0.25,34.59
13571,CA-2013-115574,20131224,20131225,16,3794,375,3,141.372,2,0.3,-14.1372
13572,KE-2013-3950,20131210,20131211,1408,2139,1409,3,220.08,2,0.0,17.58
13573,ES-2013-2616819,20130808,20130813,560,4014,452,4,333.54,3,0.0,156.69
13574,ES-2012-4021910,20120514,20120518,691,4192,2811,4,396.0,8,0.0,130.56
13575,IN-2011-74070,20110623,20110625,480,3067,662,3,151.548,4,0.27,18.588
13576,IN-2014-61967,20140118,20140122,569,2773,276,4,229.68,8,0.5,-23.04
13577,IN-2013-28199,20130911,20130918,805,5224,2812,4,146.88,3,0.0,2.88
13578,CA-2014-131954,20140122,20140126,1103,3187,53,4,179.97,3,0.0,86.3856
13579,ID-2013-54036,20130831,20130904,479,1817,662,4,1584.0783,7,0.07,-102.2217
13580,CA-2013-104276,20131128,20131204,802,1513,915,4,331.023,7,0.45,-114.3534
13581,ES-2014-5917022,20140203,20140209,1119,3092,2813,4,528.7425,5,0.15,6.1425
13582,ID-2013-38776,20130819,20130824,819,2488,720,4,273.36,4,0.5,-246.12
13583,CA-2012-159786,20121012,20121017,565,1703,630,2,209.67,1,0.4,-13.978
13584,CA-2011-134103,20110131,20110205,718,1956,306,4,229.94,2,0.0,6.8982
13585,CA-2012-104038,20120206,20120208,918,4378,1323,3,146.73,3,0.0,2.9346
13586,ID-2014-41597,20140315,20140317,308,2396,220,2,209.16,2,0.17,10.08
13587,ID-2014-83086,20141010,20141014,888,4399,1687,4,162.576,2,0.6,-65.064
13588,SF-2011-3510,20111228,20120103,762,2129,2572,4,499.56,1,0.0,89.91
13589,MX-2014-107902,20140905,20140905,632,5225,137,1,163.2,5,0.0,50.5
13590,MX-2014-127180,20140815,20140821,692,3064,214,4,175.52,5,0.2,-15.38
13591,MX-2012-102848,20120926,20120928,197,3613,137,3,170.96,4,0.0,70.08
13592,IT-2014-1995970,20140812,20140816,220,5226,141,4,138.24,5,0.1,-3.21
13593,IT-2014-1036058,20140929,20141003,281,1111,73,4,261.48,4,0.0,99.36
13594,ES-2014-2769035,20140428,20140503,131,2370,1723,4,345.06,3,0.0,0.0
13595,ES-2012-1706068,20121110,20121114,645,2275,677,4,170.46,3,0.0,25.56
13596,CA-2013-142335,20131216,20131220,803,3830,110,4,296.37,3,0.0,80.0199
13597,CA-2012-124107,20121009,20121012,540,5227,748,2,57.96,7,0.0,27.2412
13598,CA-2012-122266,20120426,20120430,22,442,2814,4,191.5155,1,0.45,-76.6062
13599,IN-2011-31398,20111202,20111202,252,1760,140,1,644.88,4,0.0,309.48
13600,IN-2011-34191,20110323,20110326,412,1476,145,3,136.5147,1,0.07,26.4147
13601,IN-2012-27597,20120119,20120125,620,5228,166,4,235.05,5,0.0,82.2
13602,MO-2013-840,20130412,20130416,1476,2359,2815,4,256.86,2,0.0,2.52
13603,SU-2014-7650,20140321,20140326,1264,3706,1335,4,385.02,2,0.0,127.02
13604,MX-2011-155159,20110707,20110710,902,5229,214,3,61.64,2,0.0,22.8
13605,MX-2012-163272,20120506,20120510,638,1052,533,4,349.02056,2,0.002,65.74056
13606,ES-2014-4875323,20140804,20140809,619,2778,1786,4,358.2,3,0.0,110.97
13607,ES-2014-5550629,20140220,20140226,238,1656,2816,4,314.262,3,0.15,-33.318
13608,ES-2012-3231769,20120326,20120326,743,4403,1423,1,97.8,2,0.0,2.88
13609,IN-2011-53203,20111221,20111223,786,5230,54,3,77.04,2,0.0,0.0
13610,IN-2014-77276,20140808,20140810,837,5231,71,2,66.096,4,0.1,2.856
13611,US-2011-134614,20110920,20110925,481,1073,2817,4,617.7,6,0.5,-407.682
13612,MX-2011-109414,20110914,20110920,280,4414,1068,4,267.96,7,0.0,15.96
13613,US-2012-104367,20120530,20120601,579,5232,2632,3,64.0,2,0.0,19.2
13614,MX-2012-158925,20120724,20120730,1119,118,470,4,346.62536,2,0.002,145.14536
13615,IN-2012-71284,20120605,20120609,166,2923,246,4,367.47,9,0.0,14.58
13616,RS-2013-5950,20131204,20131207,890,1022,1633,2,141.63,1,0.0,36.81
13617,RS-2013-7430,20130815,20130817,380,4558,345,2,205.8,4,0.0,51.36
13618,MX-2014-154529,20140730,20140804,639,910,214,4,522.48,5,0.2,84.88
13619,MX-2013-132416,20131224,20131231,568,4600,374,4,205.856,7,0.2,5.096
13620,US-2014-128118,20140421,20140425,469,2931,198,4,334.8,6,0.4,-189.72
13621,ES-2011-3581861,20110912,20110918,818,1387,2377,4,152.964,2,0.4,-99.456
13622,MO-2014-190,20140526,20140526,1459,5233,929,1,104.16,4,0.0,35.4
13623,EG-2013-8450,20131106,20131112,1158,1373,1063,4,312.09,1,0.0,21.84
13624,CG-2014-3470,20140804,20140809,994,1522,314,2,993.66,2,0.0,168.9
13625,ES-2013-3098610,20130313,20130318,506,3461,1685,2,245.916,4,0.1,79.236
13626,ID-2013-52594,20130410,20130416,331,2396,144,4,313.74,3,0.17,15.12
13627,MX-2014-137141,20140313,20140315,742,1024,586,3,110.64,2,0.0,37.6
13628,ES-2013-5699059,20130816,20130820,327,5234,231,4,256.08,8,0.0,120.24
13629,ES-2011-3121115,20111123,20111127,446,3335,812,4,155.43,3,0.0,55.89
13630,IN-2014-59146,20140526,20140530,432,4914,93,4,130.248,8,0.1,31.608
13631,ID-2014-43060,20140904,20140908,705,5235,6,4,259.875,5,0.1,95.175
13632,CA-2012-120880,20120529,20120603,632,106,98,4,540.57,3,0.0,140.5482
13633,CA-2013-128531,20131125,20131127,305,5059,1177,2,74.352,3,0.2,23.235
13634,SF-2014-3490,20141014,20141018,1206,5236,1556,4,232.08,4,0.0,55.68
13635,ES-2014-1383281,20140609,20140614,769,961,481,4,380.1,1,0.0,22.8
13636,IN-2014-37320,20141111,20141115,42,1031,41,4,168.6,1,0.0,79.23
13637,CA-2013-105816,20131212,20131218,199,4557,1,4,1029.95,5,0.0,298.6855
13638,QA-2012-1070,20120220,20120224,843,4486,441,4,238.8,2,0.0,73.98
13639,MX-2013-168858,20130619,20130624,263,2875,334,4,198.64,2,0.0,51.64
13640,MX-2012-138996,20120504,20120510,415,1104,207,4,230.48,2,0.0,96.8
13641,ES-2013-2865002,20130213,20130219,10,4605,2818,4,441.774,3,0.1,73.584
13642,ID-2011-35045,20110731,20110803,85,3105,145,3,82.8258,2,0.27,-2.3142
13643,IN-2013-57361,20130913,20130918,789,596,119,4,221.5353,1,0.17,26.6853
13644,CA-2012-140830,20121130,20121202,368,3340,17,2,71.88,2,0.0,32.346
13645,US-2014-150595,20140523,20140527,1063,829,575,4,181.986,2,0.3,-54.5958
13646,GH-2012-3930,20121224,20121229,503,5237,714,2,188.1,6,0.0,41.22
13647,US-2014-147501,20141007,20141011,914,896,1080,4,210.192,2,0.4,-59.568
13648,IT-2011-5361439,20110821,20110826,733,2150,1538,4,264.9,5,0.0,2.55
13649,IN-2011-48107,20111022,20111029,656,2213,2385,4,499.68,8,0.25,139.68
13650,ID-2014-38069,20140531,20140605,41,1698,86,4,342.495,6,0.25,27.315
13651,IN-2012-69821,20120516,20120518,45,5238,1646,2,148.5,9,0.0,4.32
13652,MX-2014-109848,20140929,20141002,1117,5239,2234,2,152.1,9,0.0,53.1
13653,MX-2014-140298,20140429,20140503,254,5066,1027,2,243.44,4,0.0,29.2
13654,ID-2013-61736,20131202,20131205,279,713,299,3,136.1781,3,0.17,-23.0319
13655,IN-2011-30341,20111101,20111106,696,3376,827,4,323.46,6,0.0,138.96
13656,MX-2014-152275,20140929,20141005,752,945,225,4,505.986,2,0.002,29.386
13657,ES-2014-5345830,20140114,20140116,270,5240,250,3,97.02,2,0.0,13.56
13658,IN-2013-71753,20131219,20131224,652,345,2819,4,414.03,1,0.0,169.74
13659,US-2013-167339,20130121,20130123,924,1668,120,2,153.568,2,0.2,-5.7588
13660,TU-2014-6470,20141226,20141228,1475,75,1913,2,151.464,1,0.6,-41.676
13661,MX-2012-168060,20120809,20120815,837,5124,1079,4,161.59616,2,0.002,30.43616
13662,US-2013-150861,20131204,20131207,477,3225,1314,3,400.032,2,0.4,-153.3456
13663,NI-2013-6690,20131209,20131211,1200,3145,1868,3,116.289,1,0.7,-267.471
13664,IN-2014-74588,20141020,20141024,384,1275,81,4,436.0728,4,0.27,-149.4072
13665,SA-2014-1290,20141118,20141121,528,5241,142,2,148.92,1,0.0,37.23
13666,MX-2011-155271,20111007,20111010,483,2386,1681,2,144.2,2,0.0,5.76
13667,MX-2013-128160,20130802,20130804,974,2673,1877,2,142.76,2,0.0,45.68
13668,US-2014-118794,20140909,20140912,499,5004,1619,3,94.128,4,0.4,-29.872
13669,ES-2012-4567263,20120823,20120827,534,5242,1662,4,253.854,6,0.1,19.674
13670,IN-2014-18889,20141219,20141224,173,1748,119,2,770.3811,3,0.17,232.0011
13671,CA-2013-113621,20131202,20131206,33,5243,2820,4,179.97,3,0.0,44.9925
13672,MX-2012-148054,20120921,20120924,991,3434,31,2,136.9368,2,0.202,-3.7832
13673,US-2011-149559,20110224,20110228,373,5244,1189,4,143.264,2,0.6,-85.976
13674,ES-2013-4117792,20130709,20130711,626,2384,1717,2,103.122,1,0.15,-10.938
13675,ES-2014-2024223,20141212,20141217,814,3459,1534,4,647.13,11,0.0,70.95
13676,ES-2013-4117792,20131207,20131210,248,3499,16,3,190.44,4,0.0,36.12
13677,IN-2014-73048,20140214,20140216,612,1132,904,2,346.92,2,0.0,97.08
13678,IN-2013-13786,20131220,20131226,889,4149,1332,4,155.07,3,0.0,60.39
13679,US-2014-125717,20140929,20141002,1103,2090,890,3,76.776,4,0.7,-58.8616
13680,CM-2011-7200,20110603,20110608,1477,1813,230,4,212.1,1,0.0,80.58
13681,MX-2013-166072,20130626,20130701,6,5245,26,2,275.88,3,0.0,77.22
13682,MX-2014-139255,20140423,20140427,65,1705,2028,4,287.96292,3,0.002,117.68292
13683,MX-2012-114447,20121223,20121229,262,5246,2575,4,117.9,5,0.0,55.4
13684,IT-2014-2467233,20140417,20140423,27,3803,815,4,273.36,4,0.5,-87.48
13685,IN-2012-71088,20121119,20121124,271,5247,148,4,225.33,7,0.0,11.13
13686,IN-2011-33414,20111025,20111031,4,1946,2821,4,303.66,2,0.0,57.66
13687,ID-2012-59181,20120724,20120726,225,4452,426,3,166.8051,3,0.17,1.9251
13688,US-2013-105214,20130919,20130924,808,2988,639,4,243.18,5,0.4,-44.62
13689,US-2014-146556,20140402,20140407,56,1440,820,4,367.2,2,0.4,-36.72
13690,IN-2011-52125,20110802,20110803,1,5171,2586,3,90.3,2,0.0,38.82
13691,IN-2012-85193,20121211,20121215,1011,5248,959,4,261.03,1,0.0,39.15
13692,CA-2014-118003,20141205,20141211,816,2989,1975,4,302.94,3,0.0,18.1764
13693,BU-2014-9200,20141106,20141112,530,2020,796,4,305.37,1,0.0,85.5
13694,EG-2014-7490,20140127,20140203,1182,3046,2295,4,235.32,4,0.0,25.8
13695,US-2013-135216,20130417,20130421,382,3013,529,4,182.304,3,0.4,-82.056
13696,IT-2013-3468927,20131101,20131103,459,5249,815,3,153.42,4,0.5,-52.26
13697,IN-2013-17188,20130624,20130629,924,3849,87,4,440.964,4,0.1,-44.196
13698,RS-2014-4290,20140320,20140321,1433,4760,2784,3,121.53,1,0.0,57.09
13699,MX-2014-163517,20140612,20140612,316,5250,1617,1,78.0,6,0.0,37.44
13700,IT-2011-2668777,20110903,20110907,346,2527,1977,4,145.5,2,0.5,-128.04
13701,IN-2013-19428,20130815,20130819,619,2859,266,4,226.557,3,0.1,98.127
13702,SU-2012-8130,20120113,20120116,1469,700,1335,3,138.48,1,0.0,5.52
13703,IR-2011-6620,20111107,20111108,811,4308,1542,3,214.2,4,0.0,64.2
13704,IZ-2011-770,20111118,20111124,1287,5251,607,4,178.8,4,0.0,33.96
13705,ES-2013-4429605,20131230,20140101,237,5252,135,3,146.475,7,0.1,17.745
13706,ES-2014-4915939,20140617,20140621,670,306,2822,4,462.132,4,0.1,169.332
13707,ID-2014-30404,20140415,20140420,262,5253,352,2,131.274,2,0.1,-2.946
13708,IN-2014-41786,20140704,20140708,312,1788,349,4,217.32,2,0.0,36.9
13709,CA-2013-113845,20131121,20131126,796,2608,2232,4,244.768,4,0.2,24.4768
13710,SG-2011-6280,20110422,20110423,839,5254,5,3,78.84,4,0.0,4.68
13711,UP-2012-5430,20120813,20120817,1207,4161,605,4,124.59,1,0.0,36.12
13712,MX-2013-166611,20131015,20131020,551,2814,1557,4,284.37012,3,0.002,22.17012
13713,MX-2011-109190,20110927,20111001,402,4600,95,4,294.08,8,0.0,64.64
13714,IN-2013-28325,20131010,20131014,664,2923,215,4,244.98,10,0.4,-147.12
13715,IN-2014-60840,20141104,20141106,209,5255,159,3,130.23,3,0.0,32.49
13716,US-2014-125626,20140305,20140310,572,3191,214,2,260.352,4,0.2,-48.848
13717,MX-2014-154907,20141120,20141120,68,5256,64,1,80.352,4,0.4,-32.208
13718,ES-2012-2360362,20120803,20120807,95,2275,1531,4,170.46,3,0.0,25.56
13719,ID-2012-35276,20121218,20121218,396,1788,3,1,293.382,3,0.1,22.752
13720,IN-2013-52944,20130902,20130908,68,4069,564,4,105.84,2,0.0,43.38
13721,IR-2011-10,20111226,20111231,542,5257,359,2,139.56,4,0.0,55.8
